case_id,task_id,task_title,task_domain,task_contexts,estimated_minutes,draft_label,draft_reason
AGX-011,MT-SLEEP-006,夜间把卧室光线挡暗一些,sleep,home|bedroom,2,invalid,time_constraint
AGX-011,MT-OUT-001,读写后的户外休息,outdoor,school|home|outdoor,10,invalid,context_mismatch
AGX-011,MT-REC-001,读写后的轻微活动,light_recovery,home|school|study_space,10,invalid,context_mismatch
AGX-011,MT-REC-002,远眺加轻微活动的组合休息,light_recovery,home|school|study_space,10,invalid,context_mismatch
AGX-012,MT-BREAK-001,连续读写后的远眺休息,study_break,home|school|study_space,10,invalid,time_constraint
AGX-012,MT-BREAK-002,电子学习后的离屏远眺,study_break,home|school|study_space,10,invalid,time_constraint
AGX-012,MT-BREAK-003,连续读写后的纯休息,study_break,home|school|study_space,10,invalid,time_constraint
AGX-012,MT-BREAK-004,课间离开座位活动,study_break,school,10,invalid,context_mismatch
AGX-012,MT-SED-001,写作业久坐后的起身活动,sedentary,home|school|study_space,10,invalid,time_constraint
AGX-012,MT-SED-002,娱乐久坐后的起身活动,sedentary,home,10,invalid,time_constraint
AGX-012,MT-EYE-001,读写姿势快速复位,eye_health,home|school|study_space,1,invalid,semantic_mismatch
AGX-012,MT-EYE-002,停止躺着看书或看屏幕,eye_health,home|school|study_space,1,invalid,semantic_mismatch
AGX-012,MT-EYE-003,移动场景先暂停阅读,eye_health,home|school|study_space,1,invalid,semantic_mismatch
AGX-012,MT-EYE-004,换到合适光线再读写,eye_health,home|school|study_space,2,preferred,换到合适光线，2分钟匹配，命中光线暗
AGX-012,MT-EYE-005,检查电脑观看距离,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-012,MT-EYE-006,检查手机观看距离,eye_health,home|school|commute|study_space,1,invalid,activity_mismatch
AGX-012,MT-EYE-007,晚间学习同时开台灯和顶灯,eye_health,home,1,acceptable,开顶灯同为光线改善，场景略窄
AGX-012,MT-EYE-008,有条件时选择更大屏幕学习,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-012,MT-SLEEP-001,睡前停止玩手机和电子产品,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-012,MT-SLEEP-002,今晚按平时固定时间睡觉,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-012,MT-SLEEP-003,周末起床时间别偏太多,sleep,home,1,invalid,sleep_context_mismatch
AGX-012,MT-SLEEP-004,夜间减少高亮电子屏暴露,sleep,home|bedroom,5,invalid,sleep_context_mismatch
AGX-012,MT-SLEEP-005,睡觉时关闭夜灯,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-012,MT-SLEEP-006,夜间把卧室光线挡暗一些,sleep,home|bedroom,2,invalid,sleep_context_mismatch
AGX-012,MT-OUT-001,读写后的户外休息,outdoor,school|home|outdoor,10,invalid,time_constraint
AGX-012,MT-REC-001,读写后的轻微活动,light_recovery,home|school|study_space,10,invalid,time_constraint
AGX-012,MT-REC-002,远眺加轻微活动的组合休息,light_recovery,home|school|study_space,10,invalid,time_constraint
AGX-013,MT-BREAK-001,连续读写后的远眺休息,study_break,home|school|study_space,10,acceptable,远眺合理，未利用户外条件
AGX-013,MT-BREAK-002,电子学习后的离屏远眺,study_break,home|school|study_space,10,invalid,activity_mismatch
AGX-013,MT-BREAK-003,连续读写后的纯休息,study_break,home|school|study_space,10,acceptable,纯休息合理，未利用户外条件
AGX-013,MT-BREAK-004,课间离开座位活动,study_break,school,10,invalid,context_mismatch
AGX-013,MT-SED-001,写作业久坐后的起身活动,sedentary,home|school|study_space,10,invalid,semantic_mismatch
AGX-013,MT-SED-002,娱乐久坐后的起身活动,sedentary,home,10,invalid,semantic_mismatch
AGX-013,MT-EYE-001,读写姿势快速复位,eye_health,home|school|study_space,1,invalid,semantic_mismatch
AGX-013,MT-EYE-002,停止躺着看书或看屏幕,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-013,MT-EYE-003,移动场景先暂停阅读,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-013,MT-EYE-004,换到合适光线再读写,eye_health,home|school|study_space,2,invalid,activity_mismatch
AGX-013,MT-EYE-005,检查电脑观看距离,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-013,MT-EYE-006,检查手机观看距离,eye_health,home|school|commute|study_space,1,invalid,activity_mismatch
AGX-013,MT-EYE-007,晚间学习同时开台灯和顶灯,eye_health,home,1,invalid,semantic_mismatch
AGX-013,MT-EYE-008,有条件时选择更大屏幕学习,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-013,MT-SLEEP-001,睡前停止玩手机和电子产品,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-013,MT-SLEEP-002,今晚按平时固定时间睡觉,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-013,MT-SLEEP-003,周末起床时间别偏太多,sleep,home,1,invalid,sleep_context_mismatch
AGX-013,MT-SLEEP-004,夜间减少高亮电子屏暴露,sleep,home|bedroom,5,invalid,sleep_context_mismatch
AGX-013,MT-SLEEP-005,睡觉时关闭夜灯,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-013,MT-SLEEP-006,夜间把卧室光线挡暗一些,sleep,home|bedroom,2,invalid,sleep_context_mismatch
AGX-013,MT-OUT-001,读写后的户外休息,outdoor,school|home|outdoor,10,preferred,户外休息，home可执行，正向记忆加持
AGX-013,MT-REC-001,读写后的轻微活动,light_recovery,home|school|study_space,10,acceptable,轻微活动合理，未利用户外条件
AGX-013,MT-REC-002,远眺加轻微活动的组合休息,light_recovery,home|school|study_space,10,acceptable,组合休息合理，未利用户外条件
AGX-014,MT-BREAK-001,连续读写后的远眺休息,study_break,home|school|study_space,10,invalid,time_constraint
AGX-014,MT-BREAK-002,电子学习后的离屏远眺,study_break,home|school|study_space,10,invalid,time_constraint
AGX-014,MT-BREAK-003,连续读写后的纯休息,study_break,home|school|study_space,10,invalid,time_constraint
AGX-014,MT-BREAK-004,课间离开座位活动,study_break,school,10,invalid,context_mismatch
AGX-014,MT-SED-001,写作业久坐后的起身活动,sedentary,home|school|study_space,10,invalid,time_constraint
AGX-014,MT-SED-002,娱乐久坐后的起身活动,sedentary,home,10,invalid,time_constraint
AGX-014,MT-EYE-001,读写姿势快速复位,eye_health,home|school|study_space,1,invalid,sleep_context_mismatch
AGX-014,MT-EYE-002,停止躺着看书或看屏幕,eye_health,home|school|study_space,1,invalid,sleep_context_mismatch
AGX-014,MT-EYE-003,移动场景先暂停阅读,eye_health,home|school|study_space,1,invalid,sleep_context_mismatch
AGX-014,MT-EYE-004,换到合适光线再读写,eye_health,home|school|study_space,2,invalid,time_constraint
AGX-014,MT-EYE-005,检查电脑观看距离,eye_health,home|school|study_space,1,invalid,sleep_context_mismatch
AGX-014,MT-EYE-006,检查手机观看距离,eye_health,home|school|commute|study_space,1,invalid,sleep_context_mismatch
AGX-014,MT-EYE-007,晚间学习同时开台灯和顶灯,eye_health,home,1,invalid,sleep_context_mismatch
AGX-014,MT-EYE-008,有条件时选择更大屏幕学习,eye_health,home|school|study_space,1,invalid,sleep_context_mismatch
AGX-014,MT-SLEEP-001,睡前停止玩手机和电子产品,sleep,home|bedroom,1,invalid,semantic_mismatch
AGX-014,MT-SLEEP-002,今晚按平时固定时间睡觉,sleep,home|bedroom,1,acceptable,固定作息相关但针对入睡时刻，语义略弱
AGX-014,MT-SLEEP-003,周末起床时间别偏太多,sleep,home,1,preferred,周末起床时间偏差约束，直接命中
AGX-014,MT-SLEEP-004,夜间减少高亮电子屏暴露,sleep,home|bedroom,5,invalid,time_constraint
AGX-014,MT-SLEEP-005,睡觉时关闭夜灯,sleep,home|bedroom,1,invalid,semantic_mismatch
AGX-014,MT-SLEEP-006,夜间把卧室光线挡暗一些,sleep,home|bedroom,2,invalid,time_constraint
AGX-014,MT-OUT-001,读写后的户外休息,outdoor,school|home|outdoor,10,invalid,time_constraint
AGX-014,MT-REC-001,读写后的轻微活动,light_recovery,home|school|study_space,10,invalid,time_constraint
AGX-014,MT-REC-002,远眺加轻微活动的组合休息,light_recovery,home|school|study_space,10,invalid,time_constraint
AGX-015,MT-BREAK-001,连续读写后的远眺休息,study_break,home|school|study_space,10,acceptable,任务安全，但负向记忆与显式偏好使其弱于纯休息
AGX-015,MT-BREAK-002,电子学习后的离屏远眺,study_break,home|school|study_space,10,invalid,activity_mismatch
AGX-015,MT-BREAK-003,连续读写后的纯休息,study_break,home|school|study_space,10,preferred,纯休息避开不喜欢的远眺方式
AGX-015,MT-BREAK-004,课间离开座位活动,study_break,school,10,invalid,context_mismatch
AGX-015,MT-SED-001,写作业久坐后的起身活动,sedentary,home|school|study_space,10,invalid,semantic_mismatch
AGX-015,MT-SED-002,娱乐久坐后的起身活动,sedentary,home,10,invalid,semantic_mismatch
AGX-015,MT-EYE-001,读写姿势快速复位,eye_health,home|school|study_space,1,invalid,semantic_mismatch
AGX-015,MT-EYE-002,停止躺着看书或看屏幕,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-015,MT-EYE-003,移动场景先暂停阅读,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-015,MT-EYE-004,换到合适光线再读写,eye_health,home|school|study_space,2,invalid,activity_mismatch
AGX-015,MT-EYE-005,检查电脑观看距离,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-015,MT-EYE-006,检查手机观看距离,eye_health,home|school|commute|study_space,1,invalid,activity_mismatch
AGX-015,MT-EYE-007,晚间学习同时开台灯和顶灯,eye_health,home,1,invalid,semantic_mismatch
AGX-015,MT-EYE-008,有条件时选择更大屏幕学习,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-015,MT-SLEEP-001,睡前停止玩手机和电子产品,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-015,MT-SLEEP-002,今晚按平时固定时间睡觉,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-015,MT-SLEEP-003,周末起床时间别偏太多,sleep,home,1,invalid,sleep_context_mismatch
AGX-015,MT-SLEEP-004,夜间减少高亮电子屏暴露,sleep,home|bedroom,5,invalid,sleep_context_mismatch
AGX-015,MT-SLEEP-005,睡觉时关闭夜灯,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-015,MT-SLEEP-006,夜间把卧室光线挡暗一些,sleep,home|bedroom,2,invalid,sleep_context_mismatch
AGX-015,MT-OUT-001,读写后的户外休息,outdoor,school|home|outdoor,10,invalid,environment_mismatch
AGX-015,MT-REC-001,读写后的轻微活动,light_recovery,home|school|study_space,10,acceptable,轻微活动改变休息方式
AGX-015,MT-REC-002,远眺加轻微活动的组合休息,light_recovery,home|school|study_space,10,acceptable,组合休息含远眺成分，稍弱
AGX-016,MT-BREAK-001,连续读写后的远眺休息,study_break,home|school|study_space,10,acceptable,远眺合理，但未利用课间离座
AGX-016,MT-BREAK-002,电子学习后的离屏远眺,study_break,home|school|study_space,10,invalid,activity_mismatch
AGX-016,MT-BREAK-003,连续读写后的纯休息,study_break,home|school|study_space,10,invalid,semantic_mismatch
AGX-016,MT-BREAK-004,课间离开座位活动,study_break,school,10,preferred,课间离座，school匹配，不要求户外
AGX-016,MT-SED-001,写作业久坐后的起身活动,sedentary,home|school|study_space,10,acceptable,久坐起身可执行
AGX-016,MT-SED-002,娱乐久坐后的起身活动,sedentary,home,10,invalid,context_mismatch
AGX-016,MT-EYE-001,读写姿势快速复位,eye_health,home|school|study_space,1,invalid,semantic_mismatch
AGX-016,MT-EYE-002,停止躺着看书或看屏幕,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-016,MT-EYE-003,移动场景先暂停阅读,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-016,MT-EYE-004,换到合适光线再读写,eye_health,home|school|study_space,2,invalid,activity_mismatch
AGX-016,MT-EYE-005,检查电脑观看距离,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-016,MT-EYE-006,检查手机观看距离,eye_health,home|school|commute|study_space,1,invalid,activity_mismatch
AGX-016,MT-EYE-007,晚间学习同时开台灯和顶灯,eye_health,home,1,invalid,semantic_mismatch
AGX-016,MT-EYE-008,有条件时选择更大屏幕学习,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-016,MT-SLEEP-001,睡前停止玩手机和电子产品,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-016,MT-SLEEP-002,今晚按平时固定时间睡觉,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-016,MT-SLEEP-003,周末起床时间别偏太多,sleep,home,1,invalid,sleep_context_mismatch
AGX-016,MT-SLEEP-004,夜间减少高亮电子屏暴露,sleep,home|bedroom,5,invalid,sleep_context_mismatch
AGX-016,MT-SLEEP-005,睡觉时关闭夜灯,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-016,MT-SLEEP-006,夜间把卧室光线挡暗一些,sleep,home|bedroom,2,invalid,sleep_context_mismatch
AGX-016,MT-OUT-001,读写后的户外休息,outdoor,school|home|outdoor,10,invalid,environment_mismatch
AGX-016,MT-REC-001,读写后的轻微活动,light_recovery,home|school|study_space,10,acceptable,轻微活动可室内进行
AGX-016,MT-REC-002,远眺加轻微活动的组合休息,light_recovery,home|school|study_space,10,acceptable,组合休息可室内进行
AGX-017,MT-BREAK-001,连续读写后的远眺休息,study_break,home|school|study_space,10,invalid,time_constraint
AGX-017,MT-BREAK-002,电子学习后的离屏远眺,study_break,home|school|study_space,10,invalid,time_constraint
AGX-017,MT-BREAK-003,连续读写后的纯休息,study_break,home|school|study_space,10,invalid,time_constraint
AGX-017,MT-BREAK-004,课间离开座位活动,study_break,school,10,invalid,context_mismatch
AGX-017,MT-SED-001,写作业久坐后的起身活动,sedentary,home|school|study_space,10,invalid,time_constraint
AGX-017,MT-SED-002,娱乐久坐后的起身活动,sedentary,home,10,invalid,time_constraint
AGX-017,MT-EYE-001,读写姿势快速复位,eye_health,home|school|study_space,1,preferred,姿势复位1分钟，避开负向记忆任务
AGX-017,MT-EYE-002,停止躺着看书或看屏幕,eye_health,home|school|study_space,1,invalid,semantic_mismatch
AGX-017,MT-EYE-003,移动场景先暂停阅读,eye_health,home|school|study_space,1,invalid,semantic_mismatch
AGX-017,MT-EYE-004,换到合适光线再读写,eye_health,home|school|study_space,2,invalid,time_constraint
AGX-017,MT-EYE-005,检查电脑观看距离,eye_health,home|school|study_space,1,acceptable,任务本身匹配，但负向记忆使其弱化
AGX-017,MT-EYE-006,检查手机观看距离,eye_health,home|school|commute|study_space,1,invalid,activity_mismatch
AGX-017,MT-EYE-007,晚间学习同时开台灯和顶灯,eye_health,home,1,invalid,context_mismatch
AGX-017,MT-EYE-008,有条件时选择更大屏幕学习,eye_health,home|school|study_space,1,invalid,semantic_mismatch
AGX-017,MT-SLEEP-001,睡前停止玩手机和电子产品,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-017,MT-SLEEP-002,今晚按平时固定时间睡觉,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-017,MT-SLEEP-003,周末起床时间别偏太多,sleep,home,1,invalid,sleep_context_mismatch
AGX-017,MT-SLEEP-004,夜间减少高亮电子屏暴露,sleep,home|bedroom,5,invalid,time_constraint
AGX-017,MT-SLEEP-005,睡觉时关闭夜灯,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-017,MT-SLEEP-006,夜间把卧室光线挡暗一些,sleep,home|bedroom,2,invalid,time_constraint
AGX-017,MT-OUT-001,读写后的户外休息,outdoor,school|home|outdoor,10,invalid,time_constraint
AGX-017,MT-REC-001,读写后的轻微活动,light_recovery,home|school|study_space,10,invalid,time_constraint
AGX-017,MT-REC-002,远眺加轻微活动的组合休息,light_recovery,home|school|study_space,10,invalid,time_constraint
AGX-018,MT-BREAK-001,连续读写后的远眺休息,study_break,home|school|study_space,10,invalid,activity_mismatch
AGX-018,MT-BREAK-002,电子学习后的离屏远眺,study_break,home|school|study_space,10,invalid,activity_mismatch
AGX-018,MT-BREAK-003,连续读写后的纯休息,study_break,home|school|study_space,10,invalid,activity_mismatch
AGX-018,MT-BREAK-004,课间离开座位活动,study_break,school,10,invalid,context_mismatch
AGX-018,MT-SED-001,写作业久坐后的起身活动,sedentary,home|school|study_space,10,invalid,semantic_mismatch
AGX-018,MT-SED-002,娱乐久坐后的起身活动,sedentary,home,10,preferred,娱乐久坐起身，home匹配，正向记忆加持
AGX-018,MT-EYE-001,读写姿势快速复位,eye_health,home|school|study_space,1,invalid,semantic_mismatch
AGX-018,MT-EYE-002,停止躺着看书或看屏幕,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-018,MT-EYE-003,移动场景先暂停阅读,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-018,MT-EYE-004,换到合适光线再读写,eye_health,home|school|study_space,2,invalid,activity_mismatch
AGX-018,MT-EYE-005,检查电脑观看距离,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-018,MT-EYE-006,检查手机观看距离,eye_health,home|school|commute|study_space,1,invalid,activity_mismatch
AGX-018,MT-EYE-007,晚间学习同时开台灯和顶灯,eye_health,home,1,invalid,semantic_mismatch
AGX-018,MT-EYE-008,有条件时选择更大屏幕学习,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-018,MT-SLEEP-001,睡前停止玩手机和电子产品,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-018,MT-SLEEP-002,今晚按平时固定时间睡觉,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-018,MT-SLEEP-003,周末起床时间别偏太多,sleep,home,1,invalid,sleep_context_mismatch
AGX-018,MT-SLEEP-004,夜间减少高亮电子屏暴露,sleep,home|bedroom,5,invalid,sleep_context_mismatch
AGX-018,MT-SLEEP-005,睡觉时关闭夜灯,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-018,MT-SLEEP-006,夜间把卧室光线挡暗一些,sleep,home|bedroom,2,invalid,sleep_context_mismatch
AGX-018,MT-OUT-001,读写后的户外休息,outdoor,school|home|outdoor,10,invalid,environment_mismatch
AGX-018,MT-REC-001,读写后的轻微活动,light_recovery,home|school|study_space,10,acceptable,轻微活动通用替代
AGX-018,MT-REC-002,远眺加轻微活动的组合休息,light_recovery,home|school|study_space,10,invalid,semantic_mismatch
AGX-019,MT-BREAK-001,连续读写后的远眺休息,study_break,home|school|study_space,10,invalid,time_constraint
AGX-019,MT-BREAK-002,电子学习后的离屏远眺,study_break,home|school|study_space,10,invalid,time_constraint
AGX-019,MT-BREAK-003,连续读写后的纯休息,study_break,home|school|study_space,10,invalid,time_constraint
AGX-019,MT-BREAK-004,课间离开座位活动,study_break,school,10,invalid,context_mismatch
AGX-019,MT-SED-001,写作业久坐后的起身活动,sedentary,home|school|study_space,10,invalid,time_constraint
AGX-019,MT-SED-002,娱乐久坐后的起身活动,sedentary,home,10,invalid,time_constraint
AGX-019,MT-EYE-001,读写姿势快速复位,eye_health,home|school|study_space,1,acceptable,坐起后可做姿势检查，第二步合理
AGX-019,MT-EYE-002,停止躺着看书或看屏幕,eye_health,home|school|study_space,1,preferred,停止躺卧阅读，1分钟，直接命中
AGX-019,MT-EYE-003,移动场景先暂停阅读,eye_health,home|school|study_space,1,invalid,semantic_mismatch
AGX-019,MT-EYE-004,换到合适光线再读写,eye_health,home|school|study_space,2,invalid,time_constraint
AGX-019,MT-EYE-005,检查电脑观看距离,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-019,MT-EYE-006,检查手机观看距离,eye_health,home|school|commute|study_space,1,invalid,activity_mismatch
AGX-019,MT-EYE-007,晚间学习同时开台灯和顶灯,eye_health,home,1,invalid,semantic_mismatch
AGX-019,MT-EYE-008,有条件时选择更大屏幕学习,eye_health,home|school|study_space,1,invalid,semantic_mismatch
AGX-019,MT-SLEEP-001,睡前停止玩手机和电子产品,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-019,MT-SLEEP-002,今晚按平时固定时间睡觉,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-019,MT-SLEEP-003,周末起床时间别偏太多,sleep,home,1,invalid,sleep_context_mismatch
AGX-019,MT-SLEEP-004,夜间减少高亮电子屏暴露,sleep,home|bedroom,5,invalid,sleep_context_mismatch
AGX-019,MT-SLEEP-005,睡觉时关闭夜灯,sleep,home|bedroom,1,invalid,sleep_context_mismatch
AGX-019,MT-SLEEP-006,夜间把卧室光线挡暗一些,sleep,home|bedroom,2,invalid,sleep_context_mismatch
AGX-019,MT-OUT-001,读写后的户外休息,outdoor,school|home|outdoor,10,invalid,time_constraint
AGX-019,MT-REC-001,读写后的轻微活动,light_recovery,home|school|study_space,10,invalid,time_constraint
AGX-019,MT-REC-002,远眺加轻微活动的组合休息,light_recovery,home|school|study_space,10,invalid,time_constraint
AGX-020,MT-BREAK-001,连续读写后的远眺休息,study_break,home|school|study_space,10,invalid,sleep_context_mismatch
AGX-020,MT-BREAK-002,电子学习后的离屏远眺,study_break,home|school|study_space,10,invalid,sleep_context_mismatch
AGX-020,MT-BREAK-003,连续读写后的纯休息,study_break,home|school|study_space,10,invalid,sleep_context_mismatch
AGX-020,MT-BREAK-004,课间离开座位活动,study_break,school,10,invalid,context_mismatch
AGX-020,MT-SED-001,写作业久坐后的起身活动,sedentary,home|school|study_space,10,invalid,sleep_context_mismatch
AGX-020,MT-SED-002,娱乐久坐后的起身活动,sedentary,home,10,invalid,sleep_context_mismatch
AGX-020,MT-EYE-001,读写姿势快速复位,eye_health,home|school|study_space,1,invalid,semantic_mismatch
AGX-020,MT-EYE-002,停止躺着看书或看屏幕,eye_health,home|school|study_space,1,preferred,停止躺卧用屏，允许坐起继续，避开负向记忆方案
AGX-020,MT-EYE-003,移动场景先暂停阅读,eye_health,home|school|study_space,1,invalid,semantic_mismatch
AGX-020,MT-EYE-004,换到合适光线再读写,eye_health,home|school|study_space,2,invalid,semantic_mismatch
AGX-020,MT-EYE-005,检查电脑观看距离,eye_health,home|school|study_space,1,invalid,activity_mismatch
AGX-020,MT-EYE-006,检查手机观看距离,eye_health,home|school|commute|study_space,1,invalid,activity_mismatch
AGX-020,MT-EYE-007,晚间学习同时开台灯和顶灯,eye_health,home,1,invalid,semantic_mismatch
AGX-020,MT-EYE-008,有条件时选择更大屏幕学习,eye_health,home|school|study_space,1,invalid,semantic_mismatch
AGX-020,MT-SLEEP-001,睡前停止玩手机和电子产品,sleep,home|bedroom,1,invalid,explicit_preference
AGX-020,MT-SLEEP-002,今晚按平时固定时间睡觉,sleep,home|bedroom,1,invalid,semantic_mismatch
AGX-020,MT-SLEEP-003,周末起床时间别偏太多,sleep,home,1,invalid,semantic_mismatch
AGX-020,MT-SLEEP-004,夜间减少高亮电子屏暴露,sleep,home|bedroom,5,acceptable,减少亮屏可行，但负向记忆使其弱化
AGX-020,MT-SLEEP-005,睡觉时关闭夜灯,sleep,home|bedroom,1,invalid,semantic_mismatch
AGX-020,MT-SLEEP-006,夜间把卧室光线挡暗一些,sleep,home|bedroom,2,invalid,semantic_mismatch
AGX-020,MT-OUT-001,读写后的户外休息,outdoor,school|home|outdoor,10,invalid,sleep_context_mismatch
AGX-020,MT-REC-001,读写后的轻微活动,light_recovery,home|school|study_space,10,invalid,sleep_context_mismatch
AGX-020,MT-REC-002,远眺加轻微活动的组合休息,light_recovery,home|school|study_space,10,invalid,sleep_context_mismatch
