case_id,case_family_id,query_style,query,current_context,activity_context,available_minutes,task_id,task_title,task_domain,task_contexts,task_estimated_minutes,draft_label,draft_reason,evidence_chunk_ids,reviewer_decision,reviewer_label,reviewer_notes
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-BREAK-004,课间离开座位活动,study_break,school,10,preferred,状态为允许自由活动的课间且之前一直坐在教室，触发和execution_contexts=school均匹配。,KC-SRC-008-004,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-SED-001,写作业久坐后的起身活动,sedentary,home|school|study_space,10,invalid,activity_mismatch,KC-SRC-007-003,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-SED-002,娱乐久坐后的起身活动,sedentary,home,10,invalid,context_mismatch,KC-SRC-007-003,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-EYE-001,读写姿势快速复位,eye_health,home|school|study_space,1,invalid,activity_mismatch,KC-SRC-003-002|KC-SRC-008-008,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-EYE-002,停止躺着看书或看屏幕,eye_health,home|school|study_space,1,invalid,activity_mismatch,KC-SRC-003-002|KC-SRC-008-008,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-EYE-003,移动场景先暂停阅读,eye_health,commute|home|school,1,invalid,activity_mismatch,KC-SRC-003-002,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-EYE-004,换到合适光线再读写,eye_health,home|school|study_space,2,invalid,activity_mismatch,KC-SRC-003-002,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-EYE-005,检查电脑观看距离,eye_health,home|school|study_space,1,invalid,activity_mismatch,KC-SRC-008-002A,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-EYE-006,检查手机观看距离,eye_health,home|school|commute|study_space,1,invalid,activity_mismatch,KC-SRC-008-002A,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-EYE-007,晚间学习同时开台灯和顶灯,eye_health,home,1,invalid,context_mismatch,KC-SRC-008-002A,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-EYE-008,有条件时选择更大屏幕学习,eye_health,home|school|study_space,1,invalid,activity_mismatch,KC-SRC-008-002A,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-SLEEP-001,睡前停止玩手机和电子产品,sleep,home|bedroom,1,invalid,sleep_context_mismatch,KC-SRC-001-007|KC-SRC-008-002B,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-SLEEP-002,今晚按平时固定时间睡觉,sleep,home|bedroom,1,invalid,sleep_context_mismatch,KC-SRC-001-006|KC-SRC-007-004,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-SLEEP-003,周末起床时间别偏太多,sleep,home,1,invalid,sleep_context_mismatch,KC-SRC-008-007|KC-SRC-001-006,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-SLEEP-004,夜间减少高亮电子屏暴露,sleep,home|bedroom,5,invalid,sleep_context_mismatch,KC-SRC-008-002B|KC-SRC-001-007,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-SLEEP-005,睡觉时关闭夜灯,sleep,home|bedroom,1,invalid,sleep_context_mismatch,KC-SRC-008-002B,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-SLEEP-006,夜间把卧室光线挡暗一些,sleep,home|bedroom,2,invalid,sleep_context_mismatch,KC-SRC-008-002B,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-OUT-001,读写后的户外休息,outdoor,school|home|outdoor,10,invalid,environment_mismatch,KC-SRC-003-003|KC-SRC-008-006,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-REC-001,读写后的轻微活动,light_recovery,home|school|study_space,10,invalid,activity_mismatch,KC-SRC-003-003|KC-SRC-008-006,,,
TRG-005,TGF-005,state_only,学校刚进入允许自由活动的十分钟课间，我前面一直坐在教室里，现在做什么比较合适？,school,other,10,MT-REC-002,远眺加轻微活动的组合休息,light_recovery,home|school|study_space,10,invalid,activity_mismatch,KC-SRC-003-003|KC-SRC-008-006,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-BREAK-001,连续读写后的远眺休息,study_break,home|school|study_space,10,acceptable,远眺也合理，但未利用课间离座或操场条件。,KC-SRC-003-003|KC-SRC-008-006,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-BREAK-002,电子学习后的离屏远眺,study_break,home|school|study_space,10,invalid,activity_mismatch,KC-SRC-003-004A|KC-SRC-008-006|KC-SRC-007-002,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-BREAK-003,连续读写后的纯休息,study_break,home|school|study_space,10,acceptable,纯暂停合理，但不如利用课间或操场更直接。,KC-SRC-003-003,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-BREAK-004,课间离开座位活动,study_break,school,10,preferred,学校可自由活动课间直接匹配离座活动任务。,KC-SRC-008-004,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-SED-001,写作业久坐后的起身活动,sedentary,home|school|study_space,10,invalid,activity_mismatch,KC-SRC-007-003,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-SED-002,娱乐久坐后的起身活动,sedentary,home,10,invalid,context_mismatch,KC-SRC-007-003,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-EYE-001,读写姿势快速复位,eye_health,home|school|study_space,1,invalid,semantic_mismatch,KC-SRC-003-002|KC-SRC-008-008,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-EYE-002,停止躺着看书或看屏幕,eye_health,home|school|study_space,1,invalid,semantic_mismatch,KC-SRC-003-002|KC-SRC-008-008,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-EYE-003,移动场景先暂停阅读,eye_health,commute|home|school,1,invalid,semantic_mismatch,KC-SRC-003-002,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-EYE-004,换到合适光线再读写,eye_health,home|school|study_space,2,invalid,semantic_mismatch,KC-SRC-003-002,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-EYE-005,检查电脑观看距离,eye_health,home|school|study_space,1,invalid,activity_mismatch,KC-SRC-008-002A,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-EYE-006,检查手机观看距离,eye_health,home|school|commute|study_space,1,invalid,activity_mismatch,KC-SRC-008-002A,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-EYE-007,晚间学习同时开台灯和顶灯,eye_health,home,1,invalid,context_mismatch,KC-SRC-008-002A,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-EYE-008,有条件时选择更大屏幕学习,eye_health,home|school|study_space,1,invalid,activity_mismatch,KC-SRC-008-002A,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-SLEEP-001,睡前停止玩手机和电子产品,sleep,home|bedroom,1,invalid,sleep_context_mismatch,KC-SRC-001-007|KC-SRC-008-002B,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-SLEEP-002,今晚按平时固定时间睡觉,sleep,home|bedroom,1,invalid,sleep_context_mismatch,KC-SRC-001-006|KC-SRC-007-004,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-SLEEP-003,周末起床时间别偏太多,sleep,home,1,invalid,sleep_context_mismatch,KC-SRC-008-007|KC-SRC-001-006,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-SLEEP-004,夜间减少高亮电子屏暴露,sleep,home|bedroom,5,invalid,sleep_context_mismatch,KC-SRC-008-002B|KC-SRC-001-007,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-SLEEP-005,睡觉时关闭夜灯,sleep,home|bedroom,1,invalid,sleep_context_mismatch,KC-SRC-008-002B,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-SLEEP-006,夜间把卧室光线挡暗一些,sleep,home|bedroom,2,invalid,sleep_context_mismatch,KC-SRC-008-002B,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-OUT-001,读写后的户外休息,outdoor,school|home|outdoor,10,preferred,连续阅读40分钟且操场开放，户外休息任务触发条件成立。,KC-SRC-003-003|KC-SRC-008-006,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-REC-001,读写后的轻微活动,light_recovery,home|school|study_space,10,acceptable,轻微活动合理，但课间任务更直接。,KC-SRC-003-003|KC-SRC-008-006,,,
TRG-006,TGF-006,state_only,刚在学校连续读了四十分钟，现在是可自由活动的十分钟课间，操场也开放，接下来怎么休息比较合适？,school,reading,10,MT-REC-002,远眺加轻微活动的组合休息,light_recovery,home|school|study_space,10,acceptable,组合方案合理，但同样未充分利用操场或离座。,KC-SRC-003-003|KC-SRC-008-006,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-BREAK-001,连续读写后的远眺休息,study_break,home|school|study_space,10,acceptable,连续读写约40分钟且有10分钟可用，远眺属于合适的连续读写后休息方式，但不是对久坐起身需求的首要回应。,KC-SRC-003-003|KC-SRC-008-006,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-BREAK-002,电子学习后的离屏远眺,study_break,home|school|study_space,10,invalid,semantic_mismatch,KC-SRC-003-004A|KC-SRC-008-006|KC-SRC-007-002,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-BREAK-003,连续读写后的纯休息,study_break,home|school|study_space,10,acceptable,纯暂停10分钟对结束持续读写同样合理，但未直接处理久坐状态。,KC-SRC-003-003,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-BREAK-004,课间离开座位活动,study_break,school,10,invalid,context_mismatch,KC-SRC-008-004,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-SED-001,写作业久坐后的起身活动,sedentary,home|school|study_space,10,preferred,状态为自习区写作业连续坐约1小时，触发连续久坐约1小时，execution_contexts含study_space。,KC-SRC-007-003,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-SED-002,娱乐久坐后的起身活动,sedentary,home,10,invalid,context_mismatch,KC-SRC-007-003,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-EYE-001,读写姿势快速复位,eye_health,home|school|study_space,1,invalid,semantic_mismatch,KC-SRC-003-002|KC-SRC-008-008,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-EYE-002,停止躺着看书或看屏幕,eye_health,home|school|study_space,1,invalid,activity_mismatch,KC-SRC-003-002|KC-SRC-008-008,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-EYE-003,移动场景先暂停阅读,eye_health,commute|home|school,1,invalid,context_mismatch,KC-SRC-003-002,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-EYE-004,换到合适光线再读写,eye_health,home|school|study_space,2,invalid,activity_mismatch,KC-SRC-003-002,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-EYE-005,检查电脑观看距离,eye_health,home|school|study_space,1,invalid,activity_mismatch,KC-SRC-008-002A,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-EYE-006,检查手机观看距离,eye_health,home|school|commute|study_space,1,invalid,activity_mismatch,KC-SRC-008-002A,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-EYE-007,晚间学习同时开台灯和顶灯,eye_health,home,1,invalid,context_mismatch,KC-SRC-008-002A,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-EYE-008,有条件时选择更大屏幕学习,eye_health,home|school|study_space,1,invalid,activity_mismatch,KC-SRC-008-002A,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-SLEEP-001,睡前停止玩手机和电子产品,sleep,home|bedroom,1,invalid,sleep_context_mismatch,KC-SRC-001-007|KC-SRC-008-002B,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-SLEEP-002,今晚按平时固定时间睡觉,sleep,home|bedroom,1,invalid,sleep_context_mismatch,KC-SRC-001-006|KC-SRC-007-004,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-SLEEP-003,周末起床时间别偏太多,sleep,home,1,invalid,sleep_context_mismatch,KC-SRC-008-007|KC-SRC-001-006,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-SLEEP-004,夜间减少高亮电子屏暴露,sleep,home|bedroom,5,invalid,sleep_context_mismatch,KC-SRC-008-002B|KC-SRC-001-007,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-SLEEP-005,睡觉时关闭夜灯,sleep,home|bedroom,1,invalid,sleep_context_mismatch,KC-SRC-008-002B,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-SLEEP-006,夜间把卧室光线挡暗一些,sleep,home|bedroom,2,invalid,sleep_context_mismatch,KC-SRC-008-002B,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-OUT-001,读写后的户外休息,outdoor,school|home|outdoor,10,invalid,environment_mismatch,KC-SRC-003-003|KC-SRC-008-006,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-REC-001,读写后的轻微活动,light_recovery,home|school|study_space,10,acceptable,10分钟轻微活动对结束持续读写合理，但未直接处理久坐起身。,KC-SRC-003-003|KC-SRC-008-006,,,
TRG-007,TGF-007,state_only,在自习区连续坐着写作业一小时，现在有十分钟空档，接下来怎么安排比较合适？,study_space,writing,10,MT-REC-002,远眺加轻微活动的组合休息,light_recovery,home|school|study_space,10,acceptable,远眺加轻微活动组合合理，但相比起身活动多一步动作。,KC-SRC-003-003|KC-SRC-008-006,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-BREAK-001,连续读写后的远眺休息,study_break,home|school|study_space,10,invalid,activity_mismatch,KC-SRC-003-003|KC-SRC-008-006,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-BREAK-002,电子学习后的离屏远眺,study_break,home|school|study_space,10,invalid,semantic_mismatch,KC-SRC-003-004A|KC-SRC-008-006|KC-SRC-007-002,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-BREAK-003,连续读写后的纯休息,study_break,home|school|study_space,10,invalid,activity_mismatch,KC-SRC-003-003,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-BREAK-004,课间离开座位活动,study_break,school,10,invalid,context_mismatch,KC-SRC-008-004,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-SED-001,写作业久坐后的起身活动,sedentary,home|school|study_space,10,invalid,activity_mismatch,KC-SRC-007-003,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-SED-002,娱乐久坐后的起身活动,sedentary,home,10,preferred,状态为在家玩电脑游戏约1小时，触发娱乐久坐约1小时，execution_contexts=home匹配。,KC-SRC-007-003,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-EYE-001,读写姿势快速复位,eye_health,home|school|study_space,1,invalid,activity_mismatch,KC-SRC-003-002|KC-SRC-008-008,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-EYE-002,停止躺着看书或看屏幕,eye_health,home|school|study_space,1,invalid,semantic_mismatch,KC-SRC-003-002|KC-SRC-008-008,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-EYE-003,移动场景先暂停阅读,eye_health,commute|home|school,1,invalid,semantic_mismatch,KC-SRC-003-002,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-EYE-004,换到合适光线再读写,eye_health,home|school|study_space,2,invalid,semantic_mismatch,KC-SRC-003-002,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-EYE-005,检查电脑观看距离,eye_health,home|school|study_space,1,invalid,semantic_mismatch,KC-SRC-008-002A,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-EYE-006,检查手机观看距离,eye_health,home|school|commute|study_space,1,invalid,semantic_mismatch,KC-SRC-008-002A,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-EYE-007,晚间学习同时开台灯和顶灯,eye_health,home,1,invalid,activity_mismatch,KC-SRC-008-002A,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-EYE-008,有条件时选择更大屏幕学习,eye_health,home|school|study_space,1,invalid,semantic_mismatch,KC-SRC-008-002A,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-SLEEP-001,睡前停止玩手机和电子产品,sleep,home|bedroom,1,invalid,sleep_context_mismatch,KC-SRC-001-007|KC-SRC-008-002B,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-SLEEP-002,今晚按平时固定时间睡觉,sleep,home|bedroom,1,invalid,sleep_context_mismatch,KC-SRC-001-006|KC-SRC-007-004,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-SLEEP-003,周末起床时间别偏太多,sleep,home,1,invalid,sleep_context_mismatch,KC-SRC-008-007|KC-SRC-001-006,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-SLEEP-004,夜间减少高亮电子屏暴露,sleep,home|bedroom,5,invalid,sleep_context_mismatch,KC-SRC-008-002B|KC-SRC-001-007,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-SLEEP-005,睡觉时关闭夜灯,sleep,home|bedroom,1,invalid,sleep_context_mismatch,KC-SRC-008-002B,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-SLEEP-006,夜间把卧室光线挡暗一些,sleep,home|bedroom,2,invalid,sleep_context_mismatch,KC-SRC-008-002B,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-OUT-001,读写后的户外休息,outdoor,school|home|outdoor,10,invalid,environment_mismatch,KC-SRC-003-003|KC-SRC-008-006,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-REC-001,读写后的轻微活动,light_recovery,home|school|study_space,10,invalid,activity_mismatch,KC-SRC-003-003|KC-SRC-008-006,,,
TRG-008,TGF-008,state_only,在家坐着玩电脑游戏已经一小时，现在有十分钟空档，接下来做什么比较合适？,home,screen,10,MT-REC-002,远眺加轻微活动的组合休息,light_recovery,home|school|study_space,10,invalid,activity_mismatch,KC-SRC-003-003|KC-SRC-008-006,,,
TRG-009,TGF-009,problem_specific,准备继续写作业时发现自己眼睛离书本很近、胸口也贴着桌边，只有一分钟可以先处理一下，现在应该做什么？,home,writing,1,MT-BREAK-001,连续读写后的远眺休息,study_break,home|school|study_space,10,invalid,time_constraint,KC-SRC-003-003|KC-SRC-008-006,,,
TRG-009,TGF-009,problem_specific,准备继续写作业时发现自己眼睛离书本很近、胸口也贴着桌边，只有一分钟可以先处理一下，现在应该做什么？,home,writing,1,MT-BREAK-002,电子学习后的离屏远眺,study_break,home|school|study_space,10,invalid,time_constraint,KC-SRC-003-004A|KC-SRC-008-006|KC-SRC-007-002,,,
TRG-009,TGF-009,problem_specific,准备继续写作业时发现自己眼睛离书本很近、胸口也贴着桌边，只有一分钟可以先处理一下，现在应该做什么？,home,writing,1,MT-BREAK-003,连续读写后的纯休息,study_break,home|school|study_space,10,invalid,time_constraint,KC-SRC-003-003,,,
TRG-009,TGF-009,problem_specific,准备继续写作业时发现自己眼睛离书本很近、胸口也贴着桌边，只有一分钟可以先处理一下，现在应该做什么？,home,writing,1,MT-BREAK-004,课间离开座位活动,study_break,school,10,invalid,context_mismatch,KC-SRC-008-004,,,
TRG-009,TGF-009,problem_specific,准备继续写作业时发现自己眼睛离书本很近、胸口也贴着桌边，只有一分钟可以先处理一下，现在应该做什么？,home,writing,1,MT-SED-001,写作业久坐后的起身活动,sedentary,home|school|study_space,10,invalid,time_constraint,KC-SRC-007-003,,,
TRG-009,TGF-009,problem_specific,准备继续写作业时发现自己眼睛离书本很近、胸口也贴着桌边，只有一分钟可以先处理一下，现在应该做什么？,home,writing,1,MT-SED-002,娱乐久坐后的起身活动,sedentary,home,10,invalid,time_constraint,KC-SRC-007-003,,,
TRG-009,TGF-009,problem_specific,准备继续写作业时发现自己眼睛离书本很近、胸口也贴着桌边，只有一分钟可以先处理一下，现在应该做什么？,home,writing,1,MT-EYE-001,读写姿势快速复位,eye_health,home|school|study_space,1,preferred,状态明确为准备继续写作业前发现眼睛离书本近、胸口贴桌边，仅1分钟；任务为一尺一拳一寸姿势检查，触发和执行场景完全匹配。,KC-SRC-003-002|KC-SRC-008-008,,,
TRG-009,TGF-009,problem_specific,准备继续写作业时发现自己眼睛离书本很近、胸口也贴着桌边，只有一分钟可以先处理一下，现在应该做什么？,home,writing,1,MT-EYE-002,停止躺着看书或看屏幕,eye_health,home|school|study_space,1,invalid,activity_mismatch,KC-SRC-003-002|KC-SRC-008-008,,,
TRG-009,TGF-009,problem_specific,准备继续写作业时发现自己眼睛离书本很近、胸口也贴着桌边，只有一分钟可以先处理一下，现在应该做什么？,home,writing,1,MT-EYE-003,移动场景先暂停阅读,eye_health,commute|home|school,1,invalid,activity_mismatch,KC-SRC-003-002,,,
