"case_id","case_family_id","query","current_context","activity_context","available_minutes","task_id","task_title","task_domain","task_contexts","task_estimated_minutes","draft_label","draft_reason","evidence_chunk_ids","human_decision","human_label","human_notes"
"TRG-006","TGF-C-P-SCHOOL-READING-BREAK","刚在学校连续读了四十分钟，现在是可自由活动的课间，也可以去操场，怎样休息都行。","school","reading","10","MT-REC-001","读写后的轻微活动","light_recovery","home|school|study_space","10","acceptable","轻微活动合理但学校课间任务更直接。","KC-SRC-003-003|KC-SRC-008-006","","",""
"TRG-006","TGF-C-P-SCHOOL-READING-BREAK","刚在学校连续读了四十分钟，现在是可自由活动的课间，也可以去操场，怎样休息都行。","school","reading","10","MT-REC-002","远眺加轻微活动的组合休息","light_recovery","home|school|study_space","10","acceptable","远眺加轻微活动合理但不是场景中特别指定的首要方式。","KC-SRC-003-003|KC-SRC-008-006","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-BREAK-001","连续读写后的远眺休息","study_break","home|school|study_space","10","invalid","semantic_mismatch: formal trigger and applicability do not answer this scenario's information need","KC-SRC-003-003|KC-SRC-008-006","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-BREAK-002","电子学习后的离屏远眺","study_break","home|school|study_space","10","invalid","semantic_mismatch: formal trigger and applicability do not answer this scenario's information need","KC-SRC-003-004A|KC-SRC-008-006|KC-SRC-007-002","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-BREAK-003","连续读写后的纯休息","study_break","home|school|study_space","10","invalid","semantic_mismatch: formal trigger and applicability do not answer this scenario's information need","KC-SRC-003-003","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-BREAK-004","课间离开座位活动","study_break","school","10","invalid","context_mismatch: formal execution_contexts=school does not include study_space","KC-SRC-008-004","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-SED-001","写作业久坐后的起身活动","sedentary","home|school|study_space","10","preferred","写作业或自习连续久坐约1小时后起身活动10分钟与场景完全对应。","KC-SRC-007-003","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-SED-002","娱乐久坐后的起身活动","sedentary","home","10","invalid","context_mismatch: formal execution_contexts=home does not include study_space","KC-SRC-007-003","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-EYE-001","读写姿势快速复位","eye_health","home|school|study_space","1","invalid","semantic_mismatch: formal trigger and applicability do not answer this scenario's information need","KC-SRC-003-002|KC-SRC-008-008","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-EYE-002","停止躺着看书或看屏幕","eye_health","home|school|study_space","1","invalid","activity_mismatch: formal trigger/context_tags do not match writing need","KC-SRC-003-002|KC-SRC-008-008","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-EYE-003","移动场景先暂停阅读","eye_health","commute|home|school","1","invalid","context_mismatch: formal execution_contexts=commute|home|school does not include study_space","KC-SRC-003-002","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-EYE-004","换到合适光线再读写","eye_health","home|school|study_space","2","invalid","activity_mismatch: formal trigger/context_tags do not match writing need","KC-SRC-003-002","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-EYE-005","检查电脑观看距离","eye_health","home|school|study_space","1","invalid","activity_mismatch: formal trigger/context_tags do not match writing need","KC-SRC-008-002A","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-EYE-006","检查手机观看距离","eye_health","home|school|commute|study_space","1","invalid","activity_mismatch: formal trigger/context_tags do not match writing need","KC-SRC-008-002A","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-EYE-007","晚间学习同时开台灯和顶灯","eye_health","home","1","invalid","context_mismatch: formal execution_contexts=home does not include study_space","KC-SRC-008-002A","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-EYE-008","有条件时选择更大屏幕学习","eye_health","home|school|study_space","1","invalid","activity_mismatch: formal trigger/context_tags do not match writing need","KC-SRC-008-002A","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-SLEEP-001","睡前停止玩手机和电子产品","sleep","home|bedroom","1","invalid","sleep_context_mismatch: formal sleep/non-sleep applicability does not match the current sleep context","KC-SRC-001-007|KC-SRC-008-002B","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-SLEEP-002","今晚按平时固定时间睡觉","sleep","home|bedroom","1","invalid","sleep_context_mismatch: formal sleep/non-sleep applicability does not match the current sleep context","KC-SRC-001-006|KC-SRC-007-004","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-SLEEP-003","周末起床时间别偏太多","sleep","home","1","invalid","sleep_context_mismatch: formal sleep/non-sleep applicability does not match the current sleep context","KC-SRC-008-007|KC-SRC-001-006","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-SLEEP-004","夜间减少高亮电子屏暴露","sleep","home|bedroom","5","invalid","sleep_context_mismatch: formal sleep/non-sleep applicability does not match the current sleep context","KC-SRC-008-002B|KC-SRC-001-007","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-SLEEP-005","睡觉时关闭夜灯","sleep","home|bedroom","1","invalid","sleep_context_mismatch: formal sleep/non-sleep applicability does not match the current sleep context","KC-SRC-008-002B","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-SLEEP-006","夜间把卧室光线挡暗一些","sleep","home|bedroom","2","invalid","sleep_context_mismatch: formal sleep/non-sleep applicability does not match the current sleep context","KC-SRC-008-002B","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-OUT-001","读写后的户外休息","outdoor","school|home|outdoor","10","invalid","environment_mismatch: formal outdoor/environment requirement is not established for this scenario","KC-SRC-003-003|KC-SRC-008-006","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-REC-001","读写后的轻微活动","light_recovery","home|school|study_space","10","invalid","semantic_mismatch: formal trigger and applicability do not answer this scenario's information need","KC-SRC-003-003|KC-SRC-008-006","","",""
"TRG-007","TGF-D-STUDY-SEDENTARY","在自习区坐着写作业已经一小时，现在有十分钟，想针对久坐起身活动。","study_space","writing","10","MT-REC-002","远眺加轻微活动的组合休息","light_recovery","home|school|study_space","10","invalid","semantic_mismatch: formal trigger and applicability do not answer this scenario's information need","KC-SRC-003-003|KC-SRC-008-006","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-BREAK-001","连续读写后的远眺休息","study_break","home|school|study_space","10","invalid","activity_mismatch: formal trigger/context_tags do not match screen need","KC-SRC-003-003|KC-SRC-008-006","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-BREAK-002","电子学习后的离屏远眺","study_break","home|school|study_space","10","invalid","semantic_mismatch: formal trigger and applicability do not answer this scenario's information need","KC-SRC-003-004A|KC-SRC-008-006|KC-SRC-007-002","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-BREAK-003","连续读写后的纯休息","study_break","home|school|study_space","10","invalid","activity_mismatch: formal trigger/context_tags do not match screen need","KC-SRC-003-003","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-BREAK-004","课间离开座位活动","study_break","school","10","invalid","context_mismatch: formal execution_contexts=school does not include home","KC-SRC-008-004","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-SED-001","写作业久坐后的起身活动","sedentary","home|school|study_space","10","invalid","activity_mismatch: formal trigger/context_tags do not match screen need","KC-SRC-007-003","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-SED-002","娱乐久坐后的起身活动","sedentary","home","10","preferred","家庭娱乐久坐约1小时后把10分钟改为起身活动与触发完全对应。","KC-SRC-007-003","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-EYE-001","读写姿势快速复位","eye_health","home|school|study_space","1","invalid","activity_mismatch: formal trigger/context_tags do not match screen need","KC-SRC-003-002|KC-SRC-008-008","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-EYE-002","停止躺着看书或看屏幕","eye_health","home|school|study_space","1","invalid","semantic_mismatch: formal trigger and applicability do not answer this scenario's information need","KC-SRC-003-002|KC-SRC-008-008","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-EYE-003","移动场景先暂停阅读","eye_health","commute|home|school","1","invalid","semantic_mismatch: formal trigger and applicability do not answer this scenario's information need","KC-SRC-003-002","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-EYE-004","换到合适光线再读写","eye_health","home|school|study_space","2","invalid","semantic_mismatch: formal trigger and applicability do not answer this scenario's information need","KC-SRC-003-002","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-EYE-005","检查电脑观看距离","eye_health","home|school|study_space","1","invalid","semantic_mismatch: formal trigger and applicability do not answer this scenario's information need","KC-SRC-008-002A","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-EYE-006","检查手机观看距离","eye_health","home|school|commute|study_space","1","invalid","semantic_mismatch: formal trigger and applicability do not answer this scenario's information need","KC-SRC-008-002A","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-EYE-007","晚间学习同时开台灯和顶灯","eye_health","home","1","invalid","activity_mismatch: formal trigger/context_tags do not match screen need","KC-SRC-008-002A","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-EYE-008","有条件时选择更大屏幕学习","eye_health","home|school|study_space","1","invalid","semantic_mismatch: formal trigger and applicability do not answer this scenario's information need","KC-SRC-008-002A","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-SLEEP-001","睡前停止玩手机和电子产品","sleep","home|bedroom","1","invalid","sleep_context_mismatch: formal sleep/non-sleep applicability does not match the current sleep context","KC-SRC-001-007|KC-SRC-008-002B","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-SLEEP-002","今晚按平时固定时间睡觉","sleep","home|bedroom","1","invalid","sleep_context_mismatch: formal sleep/non-sleep applicability does not match the current sleep context","KC-SRC-001-006|KC-SRC-007-004","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-SLEEP-003","周末起床时间别偏太多","sleep","home","1","invalid","sleep_context_mismatch: formal sleep/non-sleep applicability does not match the current sleep context","KC-SRC-008-007|KC-SRC-001-006","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-SLEEP-004","夜间减少高亮电子屏暴露","sleep","home|bedroom","5","invalid","sleep_context_mismatch: formal sleep/non-sleep applicability does not match the current sleep context","KC-SRC-008-002B|KC-SRC-001-007","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-SLEEP-005","睡觉时关闭夜灯","sleep","home|bedroom","1","invalid","sleep_context_mismatch: formal sleep/non-sleep applicability does not match the current sleep context","KC-SRC-008-002B","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-SLEEP-006","夜间把卧室光线挡暗一些","sleep","home|bedroom","2","invalid","sleep_context_mismatch: formal sleep/non-sleep applicability does not match the current sleep context","KC-SRC-008-002B","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-OUT-001","读写后的户外休息","outdoor","school|home|outdoor","10","invalid","environment_mismatch: formal outdoor/environment requirement is not established for this scenario","KC-SRC-003-003|KC-SRC-008-006","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-REC-001","读写后的轻微活动","light_recovery","home|school|study_space","10","invalid","activity_mismatch: formal trigger/context_tags do not match screen need","KC-SRC-003-003|KC-SRC-008-006","","",""
"TRG-008","TGF-E-ENTERTAINMENT-SEDENTARY","在家坐着玩电脑游戏已经一小时，接下来十分钟想中断娱乐并起身活动。","home","screen","10","MT-REC-002","远眺加轻微活动的组合休息","light_recovery","home|school|study_space","10","invalid","activity_mismatch: formal trigger/context_tags do not match screen need","KC-SRC-003-003|KC-SRC-008-006","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-BREAK-001","连续读写后的远眺休息","study_break","home|school|study_space","10","invalid","time_constraint: estimated_minutes=10 exceeds available_minutes=1","KC-SRC-003-003|KC-SRC-008-006","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-BREAK-002","电子学习后的离屏远眺","study_break","home|school|study_space","10","invalid","time_constraint: estimated_minutes=10 exceeds available_minutes=1","KC-SRC-003-004A|KC-SRC-008-006|KC-SRC-007-002","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-BREAK-003","连续读写后的纯休息","study_break","home|school|study_space","10","invalid","time_constraint: estimated_minutes=10 exceeds available_minutes=1","KC-SRC-003-003","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-BREAK-004","课间离开座位活动","study_break","school","10","invalid","context_mismatch: formal execution_contexts=school does not include home","KC-SRC-008-004","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-SED-001","写作业久坐后的起身活动","sedentary","home|school|study_space","10","invalid","time_constraint: estimated_minutes=10 exceeds available_minutes=1","KC-SRC-007-003","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-SED-002","娱乐久坐后的起身活动","sedentary","home","10","invalid","time_constraint: estimated_minutes=10 exceeds available_minutes=1","KC-SRC-007-003","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-EYE-001","读写姿势快速复位","eye_health","home|school|study_space","1","preferred","继续写作业前的一尺、一拳、一寸姿势检查与请求精确匹配，且只需1分钟。","KC-SRC-003-002|KC-SRC-008-008","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-EYE-002","停止躺着看书或看屏幕","eye_health","home|school|study_space","1","invalid","activity_mismatch: formal trigger/context_tags do not match writing need","KC-SRC-003-002|KC-SRC-008-008","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-EYE-003","移动场景先暂停阅读","eye_health","commute|home|school","1","invalid","activity_mismatch: formal trigger/context_tags do not match writing need","KC-SRC-003-002","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-EYE-004","换到合适光线再读写","eye_health","home|school|study_space","2","invalid","time_constraint: estimated_minutes=2 exceeds available_minutes=1","KC-SRC-003-002","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-EYE-005","检查电脑观看距离","eye_health","home|school|study_space","1","invalid","activity_mismatch: formal trigger/context_tags do not match writing need","KC-SRC-008-002A","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-EYE-006","检查手机观看距离","eye_health","home|school|commute|study_space","1","invalid","activity_mismatch: formal trigger/context_tags do not match writing need","KC-SRC-008-002A","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-EYE-007","晚间学习同时开台灯和顶灯","eye_health","home","1","invalid","semantic_mismatch: formal trigger and applicability do not answer this scenario's information need","KC-SRC-008-002A","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-EYE-008","有条件时选择更大屏幕学习","eye_health","home|school|study_space","1","invalid","activity_mismatch: formal trigger/context_tags do not match writing need","KC-SRC-008-002A","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-SLEEP-001","睡前停止玩手机和电子产品","sleep","home|bedroom","1","invalid","sleep_context_mismatch: formal sleep/non-sleep applicability does not match the current sleep context","KC-SRC-001-007|KC-SRC-008-002B","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-SLEEP-002","今晚按平时固定时间睡觉","sleep","home|bedroom","1","invalid","sleep_context_mismatch: formal sleep/non-sleep applicability does not match the current sleep context","KC-SRC-001-006|KC-SRC-007-004","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-SLEEP-003","周末起床时间别偏太多","sleep","home","1","invalid","sleep_context_mismatch: formal sleep/non-sleep applicability does not match the current sleep context","KC-SRC-008-007|KC-SRC-001-006","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-SLEEP-004","夜间减少高亮电子屏暴露","sleep","home|bedroom","5","invalid","time_constraint: estimated_minutes=5 exceeds available_minutes=1","KC-SRC-008-002B|KC-SRC-001-007","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-SLEEP-005","睡觉时关闭夜灯","sleep","home|bedroom","1","invalid","sleep_context_mismatch: formal sleep/non-sleep applicability does not match the current sleep context","KC-SRC-008-002B","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-SLEEP-006","夜间把卧室光线挡暗一些","sleep","home|bedroom","2","invalid","time_constraint: estimated_minutes=2 exceeds available_minutes=1","KC-SRC-008-002B","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-OUT-001","读写后的户外休息","outdoor","school|home|outdoor","10","invalid","time_constraint: estimated_minutes=10 exceeds available_minutes=1","KC-SRC-003-003|KC-SRC-008-006","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-REC-001","读写后的轻微活动","light_recovery","home|school|study_space","10","invalid","time_constraint: estimated_minutes=10 exceeds available_minutes=1","KC-SRC-003-003|KC-SRC-008-006","","",""
"TRG-009","TGF-F-WRITING-POSTURE","准备在家继续写作业，只有一分钟，想先快速检查书本、胸口和握笔距离是否合适。","home","writing","1","MT-REC-002","远眺加轻微活动的组合休息","light_recovery","home|school|study_space","10","invalid","time_constraint: estimated_minutes=10 exceeds available_minutes=1","KC-SRC-003-003|KC-SRC-008-006","","",""
"TRG-010","TGF-F-LYING-READING","我正躺在家里的沙发上看书，想用一分钟先把姿势调整好再继续。","home","reading","1","MT-BREAK-001","连续读写后的远眺休息","study_break","home|school|study_space","10","invalid","time_constraint: estimated_minutes=10 exceeds available_minutes=1","KC-SRC-003-003|KC-SRC-008-006","","",""
"TRG-010","TGF-F-LYING-READING","我正躺在家里的沙发上看书，想用一分钟先把姿势调整好再继续。","home","reading","1","MT-BREAK-002","电子学习后的离屏远眺","study_break","home|school|study_space","10","invalid","time_constraint: estimated_minutes=10 exceeds available_minutes=1","KC-SRC-003-004A|KC-SRC-008-006|KC-SRC-007-002","","",""
"TRG-010","TGF-F-LYING-READING","我正躺在家里的沙发上看书，想用一分钟先把姿势调整好再继续。","home","reading","1","MT-BREAK-003","连续读写后的纯休息","study_break","home|school|study_space","10","invalid","time_constraint: estimated_minutes=10 exceeds available_minutes=1","KC-SRC-003-003","","",""
"TRG-010","TGF-F-LYING-READING","我正躺在家里的沙发上看书，想用一分钟先把姿势调整好再继续。","home","reading","1","MT-BREAK-004","课间离开座位活动","study_break","school","10","invalid","context_mismatch: formal execution_contexts=school does not include home","KC-SRC-008-004","","",""
"TRG-010","TGF-F-LYING-READING","我正躺在家里的沙发上看书，想用一分钟先把姿势调整好再继续。","home","reading","1","MT-SED-001","写作业久坐后的起身活动","sedentary","home|school|study_space","10","invalid","time_constraint: estimated_minutes=10 exceeds available_minutes=1","KC-SRC-007-003","","",""
"TRG-010","TGF-F-LYING-READING","我正躺在家里的沙发上看书，想用一分钟先把姿势调整好再继续。","home","reading","1","MT-SED-002","娱乐久坐后的起身活动","sedentary","home","10","invalid","time_constraint: estimated_minutes=10 exceeds available_minutes=1","KC-SRC-007-003","","",""
"TRG-010","TGF-F-LYING-READING","我正躺在家里的沙发上看书，想用一分钟先把姿势调整好再继续。","home","reading","1","MT-EYE-001","读写姿势快速复位","eye_health","home|school|study_space","1","acceptable","坐起后检查读写距离有帮助，但不是对躺卧状态最直接的第一步。","KC-SRC-003-002|KC-SRC-008-008","","",""
"TRG-010","TGF-F-LYING-READING","我正躺在家里的沙发上看书，想用一分钟先把姿势调整好再继续。","home","reading","1","MT-EYE-002","停止躺着看书或看屏幕","eye_health","home|school|study_space","1","preferred","躺卧阅读时先坐起或换到正常姿势与当前状态直接对应。","KC-SRC-003-002|KC-SRC-008-008","","",""
"TRG-010","TGF-F-LYING-READING","我正躺在家里的沙发上看书，想用一分钟先把姿势调整好再继续。","home","reading","1","MT-EYE-003","移动场景先暂停阅读","eye_health","commute|home|school","1","invalid","semantic_mismatch: formal trigger and applicability do not answer this scenario's information need","KC-SRC-003-002","","",""
"TRG-010","TGF-F-LYING-READING","我正躺在家里的沙发上看书，想用一分钟先把姿势调整好再继续。","home","reading","1","MT-EYE-004","换到合适光线再读写","eye_health","home|school|study_space","2","invalid","time_constraint: estimated_minutes=2 exceeds available_minutes=1","KC-SRC-003-002","","",""
"TRG-010","TGF-F-LYING-READING","我正躺在家里的沙发上看书，想用一分钟先把姿势调整好再继续。","home","reading","1","MT-EYE-005","检查电脑观看距离","eye_health","home|school|study_space","1","invalid","activity_mismatch: formal trigger/context_tags do not match reading need","KC-SRC-008-002A","","",""
"TRG-010","TGF-F-LYING-READING","我正躺在家里的沙发上看书，想用一分钟先把姿势调整好再继续。","home","reading","1","MT-EYE-006","检查手机观看距离","eye_health","home|school|commute|study_space","1","invalid","activity_mismatch: formal trigger/context_tags do not match reading need","KC-SRC-008-002A","","",""
"TRG-010","TGF-F-LYING-READING","我正躺在家里的沙发上看书，想用一分钟先把姿势调整好再继续。","home","reading","1","MT-EYE-007","晚间学习同时开台灯和顶灯","eye_health","home","1","invalid","activity_mismatch: formal trigger/context_tags do not match reading need","KC-SRC-008-002A","","",""
"TRG-010","TGF-F-LYING-READING","我正躺在家里的沙发上看书，想用一分钟先把姿势调整好再继续。","home","reading","1","MT-EYE-008","有条件时选择更大屏幕学习","eye_health","home|school|study_space","1","invalid","activity_mismatch: formal trigger/context_tags do not match reading need","KC-SRC-008-002A","","",""
"TRG-010","TGF-F-LYING-READING","我正躺在家里的沙发上看书，想用一分钟先把姿势调整好再继续。","home","reading","1","MT-SLEEP-001","睡前停止玩手机和电子产品","sleep","home|bedroom","1","invalid","sleep_context_mismatch: formal sleep/non-sleep applicability does not match the current sleep context","KC-SRC-001-007|KC-SRC-008-002B","","",""
