case_id,domain,query,chunk_id,chunk_title,chunk_role,relevance_draft,chunk_content,source_document_id,source_locator,draft_reason,human_decision,human_notes
KRG-018,sedentary,长时间写作业时，用眼休息和久坐中断分别应按什么节奏安排？,KC-SRC-008-006,儿童青少年近视防控公共卫生综合干预技术指南,behavior_guidance,1,持续读书写字40分钟后，我通过远眺/轻微活动/户外活动/做眼保健操等一种方式或多种方式放松眼睛。,SRC-008,data/processed/source_documents/SRC-008-myopia-public-health-intervention-2023.md:L245-L267,KC-SRC-003-003直接给出读写40分钟与休息10分钟的用眼节奏，KC-SRC-007-003直接给出久坐1小时与起身10分钟的节奏；KC-SRC-008-006补充读写后的轻恢复选择。,approve,
KRG-019,outdoor,学龄儿童日间户外活动每天和每周的总量目标分别是多少？,KC-SRC-008-003,儿童青少年近视防控公共卫生综合干预技术指南,behavior_guidance,2,保证每天2小时和每周14小时的日间户外活动。学龄儿童日间户外活动2小时，落实于校内校外。上学日日间户外活动时间不足的部分，应在周末补上，并达到每周日间户外活动至少14小时。,SRC-008,data/processed/source_documents/SRC-008-myopia-public-health-intervention-2023.md:L65-L71,KC-SRC-008-003直接给出每天2小时、每周14小时的日间户外活动目标；KC-SRC-001-005和KC-SRC-001-001补充保证户外活动及其多病共防背景。,approve,
KRG-019,outdoor,学龄儿童日间户外活动每天和每周的总量目标分别是多少？,KC-SRC-001-005,学生常见病多病共防技术指南,behavior_guidance,1,（1）身体活动。保证户外活动时间、积极参与学校体育课、课间操，丰富课外体育活动内容。,SRC-001,data/processed/source_documents/SRC-001-student-common-diseases-2024.md:L131-L133,KC-SRC-008-003直接给出每天2小时、每周14小时的日间户外活动目标；KC-SRC-001-005和KC-SRC-001-001补充保证户外活动及其多病共防背景。,approve,
KRG-019,outdoor,学龄儿童日间户外活动每天和每周的总量目标分别是多少？,KC-SRC-001-001,学生常见病多病共防技术指南,background_evidence,1,多病中病因相同或具有共同的风险因素时，可采取多病共防策略。如日间户外活动和体育锻炼缺乏、静态行为、睡眠节律紊乱、社会时差大、夜间接触光源刺激时间过长、营养失衡、亲子交流缺乏等往往是学生群体近视、超重肥胖、脊柱弯曲异常和心理健康问题的共同风险因素，通过增加体育锻炼和户外活动、充足睡眠和早睡早起、规律生活、均衡营养、加强亲子交流等，可同时预防多种疾病或健康问题，达到多病共防的目标。,SRC-001,data/processed/source_documents/SRC-001-student-common-diseases-2024.md:L81-L83,KC-SRC-008-003直接给出每天2小时、每周14小时的日间户外活动目标；KC-SRC-001-005和KC-SRC-001-001补充保证户外活动及其多病共防背景。,reject,Too broad to provide useful partial credit for this information need.
KRG-019,outdoor,学龄儿童日间户外活动每天和每周的总量目标分别是多少？,KC-SRC-008-005,儿童青少年近视防控公共卫生综合干预技术指南,background_evidence,1,从身心健康促进的要求看，儿童青少年应平均每天至少进行60分钟的中等到高强度的身体活动，以有氧运动为主。每周至少应有3天进行高强度有氧运动以及增强肌肉和骨骼的运动。学校以体育课为抓手，指导学生开展体育锻炼，并将日间户外体育锻炼时间纳入每天日间户外活动2小时的范围。,SRC-008,data/processed/source_documents/SRC-008-myopia-public-health-intervention-2023.md:L86-L92,"Provides the daily 2-hour outdoor-activity target, which is a useful partial answer to the daily-and-weekly-total query.",add,"Provides the daily 2-hour outdoor-activity target, which is a useful partial answer to the daily-and-weekly-total query."
KRG-020,outdoor,上学日日间户外活动没达到计划时，周末能否补足，周总量应达到多少？,KC-SRC-008-003,儿童青少年近视防控公共卫生综合干预技术指南,behavior_guidance,2,保证每天2小时和每周14小时的日间户外活动。学龄儿童日间户外活动2小时，落实于校内校外。上学日日间户外活动时间不足的部分，应在周末补上，并达到每周日间户外活动至少14小时。,SRC-008,data/processed/source_documents/SRC-008-myopia-public-health-intervention-2023.md:L65-L71,KC-SRC-008-003直接说明上学日不足部分可在周末补上，并保持每周至少14小时。,approve,
KRG-021,light_recovery,连续读写一段时间后，可以选择哪些轻量方式让眼睛放松？,KC-SRC-008-006,儿童青少年近视防控公共卫生综合干预技术指南,behavior_guidance,2,持续读书写字40分钟后，我通过远眺/轻微活动/户外活动/做眼保健操等一种方式或多种方式放松眼睛。,SRC-008,data/processed/source_documents/SRC-008-myopia-public-health-intervention-2023.md:L245-L267,KC-SRC-008-006直接列出远眺、轻微活动、户外活动和眼保健操等一种或多种方式，KC-SRC-003-003直接补充远眺或眼保健操；KC-SRC-003-004A提供电子学习后远眺的相关场景证据。,approve,
KRG-021,light_recovery,连续读写一段时间后，可以选择哪些轻量方式让眼睛放松？,KC-SRC-003-003,儿童青少年近视防控适宜技术指南（更新版）,behavior_guidance,2,读写连续用眼时间不宜超过40分钟，每40分钟左右要休息10分钟，可远眺或做眼保健操等。,SRC-003,data/processed/source_documents/SRC-003-myopia-appropriate-technology-2021.md:L222-L222,KC-SRC-008-006直接列出远眺、轻微活动、户外活动和眼保健操等一种或多种方式，KC-SRC-003-003直接补充远眺或眼保健操；KC-SRC-003-004A提供电子学习后远眺的相关场景证据。,approve,
KRG-021,light_recovery,连续读写一段时间后，可以选择哪些轻量方式让眼睛放松？,KC-SRC-003-004A,儿童青少年近视防控适宜技术指南（更新版）,behavior_guidance,1,课余时间使用电子产品学习30～40分钟后，应休息远眺放松10分钟。,SRC-003,data/processed/source_documents/SRC-003-myopia-appropriate-technology-2021.md:L224-L224,KC-SRC-008-006直接列出远眺、轻微活动、户外活动和眼保健操等一种或多种方式，KC-SRC-003-003直接补充远眺或眼保健操；KC-SRC-003-004A提供电子学习后远眺的相关场景证据。,approve,
KRG-022,physical_activity,儿童青少年每天中等到高强度身体活动的建议时长和主要运动类型是什么？,KC-SRC-008-005,儿童青少年近视防控公共卫生综合干预技术指南,background_evidence,2,从身心健康促进的要求看，儿童青少年应平均每天至少进行60分钟的中等到高强度的身体活动，以有氧运动为主。每周至少应有3天进行高强度有氧运动以及增强肌肉和骨骼的运动。学校以体育课为抓手，指导学生开展体育锻炼，并将日间户外体育锻炼时间纳入每天日间户外活动2小时的范围。,SRC-008,data/processed/source_documents/SRC-008-myopia-public-health-intervention-2023.md:L86-L92,KC-SRC-008-005直接给出平均每天至少60分钟、中等到高强度且以有氧运动为主；KC-SRC-001-005补充日常身体活动方向。,approve,
KRG-022,physical_activity,儿童青少年每天中等到高强度身体活动的建议时长和主要运动类型是什么？,KC-SRC-001-005,学生常见病多病共防技术指南,behavior_guidance,1,（1）身体活动。保证户外活动时间、积极参与学校体育课、课间操，丰富课外体育活动内容。,SRC-001,data/processed/source_documents/SRC-001-student-common-diseases-2024.md:L131-L133,KC-SRC-008-005直接给出平均每天至少60分钟、中等到高强度且以有氧运动为主；KC-SRC-001-005补充日常身体活动方向。,approve,
KRG-023,physical_activity,一周内高强度有氧活动以及增强肌肉和骨骼的活动应安排多少天？,KC-SRC-008-005,儿童青少年近视防控公共卫生综合干预技术指南,background_evidence,2,从身心健康促进的要求看，儿童青少年应平均每天至少进行60分钟的中等到高强度的身体活动，以有氧运动为主。每周至少应有3天进行高强度有氧运动以及增强肌肉和骨骼的运动。学校以体育课为抓手，指导学生开展体育锻炼，并将日间户外体育锻炼时间纳入每天日间户外活动2小时的范围。,SRC-008,data/processed/source_documents/SRC-008-myopia-public-health-intervention-2023.md:L86-L92,KC-SRC-008-005直接给出每周至少3天开展高强度有氧及增强肌肉和骨骼活动的总体基线。,approve,
KRG-024,physical_activity,学生在学校和课外可以通过哪些常见渠道增加日常身体活动？,KC-SRC-001-005,学生常见病多病共防技术指南,behavior_guidance,2,（1）身体活动。保证户外活动时间、积极参与学校体育课、课间操，丰富课外体育活动内容。,SRC-001,data/processed/source_documents/SRC-001-student-common-diseases-2024.md:L131-L133,KC-SRC-001-005直接列出户外活动、体育课、课间操和课外体育活动；KC-SRC-008-005补充学校体育课与户外体育锻炼，KC-SRC-008-003提供校内校外户外活动背景。,approve,
KRG-024,physical_activity,学生在学校和课外可以通过哪些常见渠道增加日常身体活动？,KC-SRC-008-005,儿童青少年近视防控公共卫生综合干预技术指南,background_evidence,1,从身心健康促进的要求看，儿童青少年应平均每天至少进行60分钟的中等到高强度的身体活动，以有氧运动为主。每周至少应有3天进行高强度有氧运动以及增强肌肉和骨骼的运动。学校以体育课为抓手，指导学生开展体育锻炼，并将日间户外体育锻炼时间纳入每天日间户外活动2小时的范围。,SRC-008,data/processed/source_documents/SRC-008-myopia-public-health-intervention-2023.md:L86-L92,KC-SRC-001-005直接列出户外活动、体育课、课间操和课外体育活动；KC-SRC-008-005补充学校体育课与户外体育锻炼，KC-SRC-008-003提供校内校外户外活动背景。,approve,
KRG-024,physical_activity,学生在学校和课外可以通过哪些常见渠道增加日常身体活动？,KC-SRC-008-003,儿童青少年近视防控公共卫生综合干预技术指南,behavior_guidance,1,保证每天2小时和每周14小时的日间户外活动。学龄儿童日间户外活动2小时，落实于校内校外。上学日日间户外活动时间不足的部分，应在周末补上，并达到每周日间户外活动至少14小时。,SRC-008,data/processed/source_documents/SRC-008-myopia-public-health-intervention-2023.md:L65-L71,KC-SRC-001-005直接列出户外活动、体育课、课间操和课外体育活动；KC-SRC-008-005补充学校体育课与户外体育锻炼，KC-SRC-008-003提供校内校外户外活动背景。,approve,
